400
54	228	15		64	228	68		123	228	77		141	228	3		180	228	-64
183	228	52		199	228	50		205	228	91		27	229	85		45	229	-91
70	229	-12		76	229	65		117	229	20		166	229	63		173	229	9
207	229	49		219	229	52		220	229	44		10	230	-69		70	230	-56
100	230	1		130	230	76		159	230	93		207	230	40		219	230	37
11	231	-41		73	231	-34		86	231	-77		123	231	98		203	231	35
230	231	3		15	232	-58		24	232	16		35	232	39		36	232	40
53	232	50		140	232	42		191	232	-80		211	232	-84		213	232	86
19	233	85		53	233	97		81	233	61		85	233	95		103	233	19
120	233	-82		150	233	74		166	233	19		205	233	-29		216	233	36
223	233	93		8	234	-49		14	234	-19		45	234	-47		50	234	18
58	234	-39		68	234	16		167	234	62		191	234	68		14	235	59
27	235	6		47	235	33		93	235	-85		101	235	-39		134	235	46
155	235	25		169	235	60		188	235	34		87	236	56		129	236	29
196	236	34		16	237	16		24	237	13		37	237	55		51	237	-97
52	237	87		58	237	25		60	237	54		61	237	89		125	237	86
168	237	75		199	237	86		13	238	87		16	238	81		17	238	-46
20	238	24		29	238	-31		48	238	74		53	238	39		91	238	48
161	238	20		164	238	72		202	238	48		234	238	56		63	239	-38
117	239	-18		139	239	62		148	239	18		172	239	57		187	239	29
210	239	-14		211	239	-12		226	239	60		23	240	-18		38	240	-56
80	240	-70		123	240	88		126	240	53		131	240	97		139	240	1
140	240	50		209	240	94		19	241	83		31	241	-15		56	241	-45
72	241	14		84	241	66		91	241	55		93	241	40		99	241	-1
126	241	81		147	241	-46		180	241	20		193	241	-90		39	242	77
93	242	78		99	242	-21		121	242	42		138	242	-92		193	242	-34
10	243	3		26	243	9		64	243	13		68	243	45		145	243	50
159	243	35		169	243	7		170	243	-99		171	243	-22		188	243	66
190	243	-84		219	243	-25		40	244	0		57	244	-96		98	244	-16
163	244	-63		168	244	-81		186	244	-31		219	244	22		221	244	28
227	244	-50		1	245	-22		10	245	-22		39	245	54		52	245	46
82	245	-55		94	245	-4		103	245	-16		118	245	62		122	245	-35
135	245	39		162	245	-36		163	245	82		186	245	6		228	245	41
234	245	84		239	245	29		243	245	27		26	246	65		38	246	80
67	246	-3		99	246	-97		239	246	26		17	247	-56		65	247	-54
118	247	-23		147	247	51		157	247	90		186	247	85		225	247	13
5	248	-15		6	248	-27		30	248	99		53	248	51		55	248	15
71	248	90		75	248	-24		86	248	99		136	248	-66		154	248	54
242	248	54		10	249	38		23	249	-12		39	249	13		64	249	30
108	249	46		167	249	77		3	250	-49		45	250	47		70	250	31
116	250	-7		143	250	-45		153	250	79		196	250	75		197	250	-54
206	250	31		236	250	13		8	251	51		32	251	-99		35	251	76
95	251	-71		156	251	98		163	251	69		171	251	-80		216	251	24
32	252	-80		45	252	24		87	252	28		103	252	96		124	252	80
147	252	54		160	252	-48		170	252	87		171	252	30		175	252	-30
183	252	38		187	252	31		202	252	19		210	252	-58		211	252	-35
233	252	62		18	253	-26		101	253	81		114	253	-76		124	253	86
160	253	-23		167	253	89		185	253	21		10	254	22		21	254	0
23	254	50		29	254	85		55	254	93		93	254	-61		96	254	-31
160	254	46		168	254	30		172	254	79		193	254	48		212	254	58
15	255	56		21	255	24		70	255	53		148	255	21		172	255	50
201	255	-39		234	255	-18		126	256	0		130	256	-17		138	256	9
164	256	43		231	256	3		8	257	24		16	257	72		22	257	74
85	257	7		86	257	72		109	257	97		138	257	42		158	257	-40
159	257	69		164	257	11		194	257	-30		201	257	4		208	257	-29
39	258	-95		64	258	-73		86	258	90		125	258	-51		253	258	-62
257	258	32		37	259	93		142	259	-75		162	259	47		173	259	-2
184	259	35		188	259	35		223	259	0		3	260	-40		57	260	50
58	260	4		91	260	-26		107	260	-49		122	260	21		150	260	19
167	260	5		183	260	51		197	260	92		218	260	70		220	260	-77
224	260	-18		226	260	-30		242	260	11		46	261	51		61	261	43
69	261	38		80	261	-98		138	261	62		166	261	61		179	261	80
180	261	21		199	261	56		231	261	60		242	261	96		45	262	76
83	262	27		119	262	-98		193	262	20		209	262	95		212	262	41
242	262	3		261	262	83		107	263	-57		138	263	12		189	263	-19
202	263	89		217	263	-61		19	264	-42		38	264	-15		45	264	-41
63	264	58		73	264	40		77	264	-40		111	264	-40		145	264	34
160	264	49		172	264	98		178	264	47		186	264	8		191	264	81
211	264	-44		5	265	52		11	265	7		13	265	66		30	265	-87
33	265	53		79	265	65		88	265	70		106	265	33		219	265	9
231	265	84		263	265	46		7	266	-19		27	266	18		33	266	18
52	266	66		78	266	0		163	266	15		194	266	4		11	267	42
46	267	-10		51	267	-79		91	267	-33		114	267	-89		132	267	61
159	267	58		172	267	92		185	267	68		42	268	-46		70	268	75
97	268	79		139	268	-68		192	268	1		245	268	14		64	269	40
98	269	39		100	269	-45		102	269	-66		104	269	-29		127	269	-47
246	269	-82		12	270	-74		37	270	88		43	270	56		62	270	-78
64	270	61		81	270	-20		84	270	-53		112	270	98		215	270	39
18	271	-27		32	271	-10		36	271	22		44	271	89		58	271	76
210	271	56		222	271	-88		230	271	-4		23	272	3		42	272	56
110	272	0		170	272	-54		171	272	79		192	272	99		204	272	-33
256	272	-9		268	272	86		6	273	-3		53	273	-39		65	273	28
93	273	4		100	273	19		103	273	-18		167	273	54		173	273	93
184	273	24		192	273	37		5	274	-70		46	274	40		50	274	96
94	274	-10		147	274	40		164	274	10		174	274	29		192	274	9
201	274	37		244	274	77		258	274	2		262	274	86		12	275	-1
36	275	53		97	275	33		134	275	92		174	275	67		205	275	96
218	275	48		231	275	67		255	275	-50		257	275	8		258	275	98
13	276	-17		49	276	-15		99	276	74		137	276	-76		209	276	32
236	276	59		244	276	81		15	277	-77		77	277	3		87	277	22
131	277	69		158	277	47		162	277	-91		9	278	99		18	278	99
35	278	27		76	278	71		103	278	77		142	278	-82		151	278	50
162	278	11		207	278	-15		212	278	24		229	278	-72		255	278	25
269	278	-88		5	279	30		40	279	-12		52	279	49		56	279	53
57	279	2		71	279	-73		80	279	62		102	279	59		133	279	75
155	279	41		167	279	-77		195	279	-35		232	279	70		236	279	92
266	279	-81		270	279	80		63	280	18		74	280	-54		108	280	99
140	280	99		145	280	43		158	280	8		173	280	81		206	280	50
229	280	14		238	280	-16		249	280	42		272	280	40		10	281	66
37	281	-48		41	281	-91		79	281	39		96	281	-97		114	281	53
132	281	87		151	281	6		172	281	28		201	281	55		228	281	-71
232	281	7		277	281	56		10	282	91		107	282	92		141	282	99
236	282	74		273	282	51		77	283	-90		122	283	-66		141	283	-77
157	283	-58		225	283	-90		243	283	-99		251	283	-82		252	283	-25
20	284	-87		36	284	-16		45	284	48		73	284	77		76	284	16
95	284	-45		104	284	-94		121	284	21		163	284	80		179	284	32
209	284	97		233	284	62		256	284	78		269	284	97		1	285	-14
79	285	21		95	285	-11		111	285	64		117	285	15		175	285	4
183	285	46		191	285	3		263	285	-76		9	286	-52		38	286	-20
48	286	-14		72	286	-53		79	286	-98		96	286	-36		97	286	19
143	286	61		173	286	73		191	286	76		209	286	19		214	286	-42
217	286	-40		219	286	-60		275	286	2		6	287	20		25	287	-60
44	287	81		88	287	97		92	287	-10		183	287	87		200	287	-10
218	287	85		249	287	52		256	287	17		7	288	-55		106	288	-55
110	288	-33		189	288	83		194	288	-27		52	289	3		54	289	-20
78	289	39		187	289	99		200	289	49		285	289	1		39	290	-3
41	290	71		78	290	54		100	290	21		106	290	92		109	290	-44
144	290	-94		155	290	99		164	290	-73		166	290	95		188	290	0
189	290	24		191	290	44		193	290	-65		242	290	85		263	290	69
6	291	8		36	291	94		59	291	32		120	291	-34		128	291	77
167	291	55		179	291	86		227	291	-74		266	291	92		33	292	14
52	292	90		65	292	86		89	292	-26		128	292	37		140	292	-47
154	292	27		166	292	99		191	292	87		211	292	2		229	292	4
241	292	67		248	292	29		287	292	95		1	293	75		8	293	72
55	293	92		112	293	31		113	293	-86		117	293	1		149	293	0
191	293	99		204	293	-16		218	293	34		248	293	67		268	293	-4
20	294	16		21	294	73		28	294	-98		38	294	53		40	294	-83
57	294	60		96	294	12		118	294	-94		155	294	18		168	294	83
187	294	43		209	294	72		226	294	-18		243	294	-76		3	295	95
50	295	96		51	295	-15		59	295	93		80	295	5		111	295	92
139	295	6		218	295	94		227	295	-20		242	295	95		15	296	46
43	296	99		63	296	-20		83	296	-96		123	296	81		215	296	-64
216	296	0		269	296	34		288	296	23		17	297	-55		50	297	-16
149	297	-42		185	297	22		192	297	38		198	297	-16		1	298	-13
15	298	92		57	298	17		144	298	3		173	298	7		233	298	42
242	298	50		244	298	35		247	298	-72		296	298	94		1	299	14
6	299	88		58	299	10		62	299	-44		106	299	-90		110	299	-34
125	299	91		196	299	84		218	299	87		245	299	-32		281	299	84
297	299	74		298	299	31		12	300	-70		14	300	-29		25	300	41
49	300	25		52	300	46		85	300	-51		105	300	-1		180	300	46
184	300	43		186	300	-48		212	300	84		234	300	81		258	300	-13
12	301	-22		20	301	51		115	301	95		118	301	4		119	301	-37
215	301	-46		224	301	15		257	301	-39		18	302	97		24	302	-25
37	302	9		137	302	52		197	302	39		205	302	40		9	303	93
46	303	38		50	303	95		138	303	89		155	303	90		202	303	93
222	303	31		249	303	91		111	304	54		155	304	32		167	304	38
173	304	10		189	304	93		195	304	-72		245	304	2		275	304	-70
13	305	10		32	305	-5		136	305	-71		172	305	45		279	305	-53
295	305	-86		300	305	1		61	306	-41		93	306	59		109	306	89
134	306	-84		144	306	65		152	306	58		177	306	-39		194	306	94
216	306	-22		226	306	-19		264	306	-41		25	307	76		67	307	-32
80	307	61		100	307	52		117	307	50		130	307	62		158	307	63
168	307	61		177	307	77		220	307	27		257	307	18		268	307	99
16	308	21		32	308	22		34	308	44		94	308	-53		121	308	67
149	308	9		163	308	23		188	308	-24		236	308	-42		257	308	81
306	308	90		7	309	-43		29	309	-21		101	309	-96		138	309	41
155	309	61		219	309	50		247	309	-2		257	309	83		278	309	22
288	309	-65		297	309	97		7	310	-60		107	310	-35		135	310	-99
145	310	37		21	311	19		52	311	58		91	311	-28		124	311	-75
125	311	21		131	311	18		141	311	-11		160	311	13		166	311	-75
188	311	76		197	311	2		219	311	5		22	312	34		46	312	55
62	312	77		82	312	-99		102	312	61		117	312	81		155	312	82
164	312	66		253	312	54		256	312	-70		257	312	1		273	312	53
308	312	44		17	313	-64		41	313	16		51	313	19		52	313	28
84	313	-23		94	313	-99		129	313	99		132	313	94		165	313	91
166	313	9		192	313	-58		217	313	67		241	313	-43		243	313	22
246	313	81		252	313	-99		3	314	-60		12	314	-59		27	314	-50
28	314	-9		35	314	-67		85	314	26		115	314	99		119	314	71
127	314	90		141	314	56		166	314	8		176	314	-58		190	314	-9
204	314	48		207	314	-45		219	314	42		241	314	96		280	314	70
288	314	90		9	315	-4		21	315	20		59	315	-67		136	315	-34
143	315	-13		159	315	-99		172	315	87		181	315	99		236	315	74
259	315	11		276	315	-4		296	315	64		61	316	66		142	316	70
159	316	76		195	316	-5		315	316	99		14	317	-11		18	317	-9
29	317	80		53	317	-28		93	317	31		100	317	55		114	317	-32
120	317	-8		123	317	11		136	317	59		221	317	-16		238	317	62
247	317	49		290	317	59		296	317	14		1	318	-84		15	318	17
25	318	94		31	318	-89		127	318	39		140	318	62		154	318	-13
166	318	36		213	318	-33		239	318	0		248	318	9		288	318	96
1	319	94		11	319	77		43	319	-71		57	319	48		148	319	84
268	319	91		283	319	-85		10	320	-3		37	320	56		58	320	-39
127	320	43		130	320	99		216	320	-84		227	320	36		234	320	6
258	320	99		260	320	-63		298	320	0		17	321	95		20	321	75
78	321	65		80	321	35		125	321	74		130	321	11		149	321	84
154	321	73		203	321	0		210	321	20		236	321	53		248	321	18
249	321	95		270	321	-15		32	322	-18		40	322	90		63	322	53
121	322	8		131	322	71		132	322	4		184	322	-84		190	322	-35
224	322	88		248	322	91		254	322	71		257	322	90		261	322	99
275	322	95		304	322	-28		306	322	67		316	322	22		317	322	28
38	323	13		46	323	77		59	323	98		87	323	82		121	323	5
133	323	82		151	323	36		233	323	92		36	324	-68		97	324	87
142	324	-44		217	324	-53		239	324	-56		241	324	51		278	324	20
316	324	96		17	325	18		48	325	30		128	325	-96		136	325	38
164	325	68		191	325	39		223	325	67		300	325	67		324	325	9
47	326	-96		94	326	56		98	326	-96		164	326	7		185	326	-47
209	326	53		224	326	91		281	326	34		287	326	4		319	326	35
5	327	21		18	327	-17		20	327	81		85	327	-96		126	327	54
148	327	37		159	327	90		190	327	73		197	327	27		207	327	-54
244	327	74		253	327	88		266	327	20		280	327	13		295	327	69
311	327	88		314	327	4		326	327	74		7	328	-75		8	328	50
61	328	26		71	328	47		137	328	24		214	328	-55		289	328	-36
298	328	-89		322	328	42		9	329	54		10	329	50		34	329	34
74	329	-56		116	329	-89		137	329	44		143	329	15		200	329	52
210	329	7		213	329	72		246	329	2		258	329	91		268	329	41
278	329	28		297	329	55		309	329	47		324	329	56		325	329	29
32	330	40		40	330	68		45	330	41		46	330	3		47	330	-38
51	330	39		62	330	35		75	330	-64		92	330	-62		104	330	-68
105	330	-93		131	330	35		136	330	-91		170	330	-83		218	330	1
293	330	75		300	330	73		48	331	81		50	331	-95		58	331	32
79	331	-70		86	331	39		139	331	61		244	331	97		260	331	20
262	331	-75		24	332	-2		45	332	6		50	332	96		54	332	-1
225	332	74		228	332	64		254	332	17		258	332	-17		285	332	-42
302	332	94		314	332	35		61	333	-23		86	333	4		119	333	86
123	333	17		138	333	31		143	333	57		144	333	-68		153	333	69
185	333	66		200	333	44		214	333	78		232	333	63		234	333	11
240	333	-57		274	333	-21		279	333	-60		281	333	82		300	333	91
31	334	-18		42	334	-64		51	334	38		55	334	-46		74	334	36
78	334	80		89	334	-66		103	334	-66		105	334	-5		161	334	-85
217	334	23		300	334	3		312	334	94		332	334	43		27	335	-19
38	335	-81		41	335	72		75	335	94		99	335	5		121	335	67
128	335	-40		169	335	-78		6	336	-18		13	336	-49		58	336	10
83	336	0		159	336	27		194	336	36		203	336	-74		222	336	95
302	336	93		328	336	44		53	337	-71		95	337	-92		109	337	29
119	337	89		164	337	12		174	337	-53		216	337	73		261	337	-66
287	337	7		289	337	-40		18	338	-38		62	338	-37		64	338	11
69	338	8		110	338	-51		162	338	-64		176	338	-73		184	338	31
